<new sheet>
sheet_name: DBUs
,4.08 Assets and Liabilities of the Commercial Banks (a) - Monthly,,,,,,,,,,,,,,,,,,,

,Assets and Liabilities of Domestic Banking Units (DBUs),,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Rs. Million
,End of Period,A S S E T S,,,,,,,,,,,,,,,,,,
,,Cash on Hand,Due from Central Bank,Due from Domestic Banks,Cash Items in Process of Collection,Foreign Currency on Hand and Balances Due from Banks Abroad,Investments,,,,Loans and Advances,,,,,,Fixed and Other Assets  (b)(d),Total Assets or Liabilities ,Percentage of Liquid Assets to Demand Deposits (e),Percentage of Loans & Advances to Total Deposits
,,,,,,,Govt. of Sri Lanka Obligations,,,Other Investments (c),Bills Purchased and Discounted,,,Overdrafts,Loans,Total Loans and Advances,,,,
,,,,,,,Treasury Bills ,Treasury Bonds (b), Other Govt. Securities ,,Local,Imports,Exports,,,,,,,
,,-1,-2,-3,-4,-5,-6,-7,-8,-9,-10,-11,-12,-14,-15,-16,-17,-18,-19,-20
,2001-08-01 00:00:00,9862.224978,28797.348484,13088.7593,21051.915445,99061.159265,10047.128281,9623.157499,88.298642,16869.802786,42.295065,15965.243731,7533.057748,135452.135964,213185.50093327,372178.23344126996,112255.227115,692923.25523627,245.03576460578273,77.94826346060565
,2001-09-01 00:00:00,9443.13814735,35392.22066841,14901.831173,26319.890006,98923.41162542999,12243.64329124,8151.551325,88.298642,17573.341649,46.827871,17084.7663617,7668.89075637,129708.38201311999,215527.82898676998,370036.69598896,116714.32203532,709788.34455171,250.9598097892416,76.44063762679549
,2001-10-01 00:00:00,10963.34700345,33986.11093211,13650.689896,23881.680877,100463.89106416001,8366.968252,13780.346152,88.298642,20192.592711,53.411012,19163.280732,7796.01695168,132954.7125565,215580.52672866,375547.94798084,115292.89931248999,716214.77282305,253.10072136926084,76.28361440581104
,2001-11-01 00:00:00,10047.14428054,31735.60825286,18309.781632,25355.80599,102305.39386679,10010.12959764,16833.584087,2463.923642,20279.414069,51.681789,15573.736894239999,7663.88025227,134399.66070196,218968.98512325,376657.94476072,116613.81957036999,730612.54974892,240.73695782273685,74.97945401877783
,2001-12-01 00:00:00,11025.194760350001,38735.00507396,14583.533387,24709.599563,99957.95221881,9694.073999709999,19119.70536,4373.328064,19938.680369,49.50061711,17512.64871963,7935.95928032,139723.71868452,220014.20420862,385236.0315102,113782.39601477,741155.5003208001,241.89610504121862,74.25602190968482
,2002-01-01 00:00:00,11106.261945040002,35703.33376899,17505.864962,26814.513748,98092.94833682,14267.96371566,13149.710867,4386.794642,20525.49255,57.555121,21389.502991,7851.26239807,138955.71839676,218241.29011738,386495.32902421,118832.10561082001,746880.31917054,241.8353878708865,74.18921547197749
,2002-02-01 00:00:00,10855.72937523,28740.2196904,10775.6970502,23252.13091,100371.03682185001,28900.765133,20817.90518,4396.419642,20532.384424,55.264925,18598.994938,7802.300927190001,128861.370386,220893.82046043,376211.75163662,115280.5625105,740134.6023738,273.0759446492018,71.98551682365161
,2002-03-01 00:00:00,11843.62381404,32886.91567885,14650.597612,26766.265074,104855.86961626001,17849.19986493,19619.73004,4432.244642,21348.828957,73.80436698,20922.266849,8436.23540685,135242.53951214,222746.80429794,387421.65043291,115271.13106805,756946.0568000401,260.33267087213505,72.4012236353325
,2002-04-01 00:00:00,15435.610351110001,32402.5882174,15309.03285995,25390.350447,105599.58744927001,22340.16418385,24542.495711,4506.086242,21465.61288478,63.28744455,21684.68535066,7442.60493382,129887.98940112,224223.75637207,383302.32350222,119035.17686053,769329.0287091101,279.6285845464447,70.69131861142074
,2002-05-01 00:00:00,12805.270328,36394.836905,12751.302469,22718.068353,105890.471873,26355.755379,26017.591312,4510.652642,22101.642401,59.139804,22887.433708,7092.515452,126337.344742,228441.466904,384817.90061,115671.097583,770034.5898549999,287.23197711736674,70.80675718568523
,2002-06-01 00:00:00,11985.212237,35830.724843,14065.263714,10557.372014,103171.022834,34840.866499,26090.010368,9409.056616,22316.686021,66.666208,23475.267843,7385.281108,115934.998205,230680.318177,377542.531541,114338.105293,760146.85198,355.7630750492891,70.56905625850096
,2002-07-01 00:00:00,13919.632349,39658.558836,15850.581354,10094.353613,104201.275282,35710.918849,25395.722324,8166.952856,22263.447336,48.373195,22537.17687,7405.812275,114486.459138,234990.96217,379468.783648,112324.185159,767054.4116059999,350.699502498967,69.92588694673131
,2002-08-01 00:00:00,11640.146033,40148.071581,15862.065186,9439.315753,104728.385481,28005.886641,33854.570516,8168.316785,21324.078132,31.545721,21682.754714,7756.015305,111465.501783,237667.167717,378602.98524,116760.568376,768534.3897240001,353.28506242653935,69.45179998007427
,2002-09-01 00:00:00,12858.264603,36501.741781,18791.861893,15036.380325,100343.177563,23250.753907,35053.138238,13854.773172,21512.384007,17.547384,21827.693038,8545.490844,108806.261466,242255.774927,381452.767659,120076.309905,778731.553053,333.71910182491786,69.35530305696327
,2002-10-01 00:00:00,11988.043139,37758.263754,13854.656969,11720.025461,96114.911244,25780.475678,39327.646846,13586.721142,21207.82244,5.311082,21245.147582,8073.341472,106880.252362,247018.826781,383222.879279,120784.484623,775345.930575,336.1493931364862,69.08478803457103
,2002-11-01 00:00:00,12000.680794,39418.735256,15902.722153,11667.247217,99875.182567,23274.822342,40367.560635,13611.165642,20494.965016,6.611668,16369.980654,7897.497673,109475.915114,249770.013604,383520.018713,112123.411449,772256.511784,327.7087279553822,68.38427611392724
,2002-12-01 00:00:00,13015.9901,40217.912423,16166.715604,13684.865692,103412.669863,25920.504059,32924.625085,13637.576142,20435.263604,5.593553,17526.843035,7342.152075,111756.026679,256295.60238,392926.217722,115683.307694,788025.647988,299.2084003896019,68.5512428878914
,2003-01-01 00:00:00,12210.616539,36994.280253,17414.729645,11957.490696,106773.423758,31174.988973,34688.554447,11228.225142,20020.170468,17.014059,15363.447765,7036.433192,109672.623544,255768.919581,387858.438141,121187.47232,791508.3903820001,322.95501485703045,67.35849181735408
,2003-02-01 00:00:00,11442.546391,40230.491087,13149.788405,12040.352691,112197.483183,32248.875233,33046.667026,9759.876142,19564.425369,3.683011,14577.728815,6884.252145,108169.417106,259250.471962,388885.553039,125254.158555,797820.2171209999,327.5780177840455,66.89205846906003
,2003-03-01 00:00:00,14596.643631,45314.960721,14614.955341,15656.54273,109802.883304,29281.512869,34074.954216,9548.925642,19177.971543,3.981169,14585.950296,6975.420028,112401.717736,263124.335759,397091.404988,121202.914312,810363.669297,324.74278637235693,67.54130581967769
,2003-04-01 00:00:00,14083.670269,32967.115318,23982.068312,12153.448949,106697.272512,30876.890476,34544.362981,9581.125142,21651.934137,12.121624,13064.656378,7311.516108,112020.194122,266797.175287,399205.66351900005,128611.073881,814354.625496,303.35429316291487,67.22768518687168
,2003-05-01 00:00:00,13641.29535,35479.478339,21054.233922,11468.711855,107334.006127,35546.43999,35994.713349,10056.676142,22392.89754,4.990727,12600.960059,7320.917014,112312.479742,269252.879631,401492.227173,130143.076941,824603.7567279999,305.42150264212563,67.160511449749
,2003-06-01 00:00:00,13965.737733,39968.306702,21327.193501,11979.920469,109851.589912,33293.754963,35032.163577,10005.125642,22725.671012,4.281687,12742.685644,8564.869682,111597.491914,271560.150431,404469.479358,130013.982927,832632.925796,310.03073033755925,67.21666327335781
,2003-07-01 00:00:00,12737.89713164,42700.020324050005,17528.11020011,11807.573866,111379.88846997,35074.2306534,50581.536766,10051.050642,22380.689721,67.658992,5208.33468257,8732.92165692,109115.29083960001,276840.03447725,399964.24064834,126435.26432273,840640.50274524,307.26447127326355,65.41675167170462
,2003-08-01 00:00:00,12044.511969,42848.843477,15410.652818,10198.837382,108950.609875,41986.593387,42721.767222,10026.700142,24187.778204,118.403043,5221.594579,8485.863665,111158.565476,280272.257684,405256.68444700004,126762.078698,840395.0576210001,301.8417427116049,66.17581987714975
,2003-09-01 00:00:00,13243.641373,46583.654577,21619.241856,15296.165966,103270.526674,37041.368009,46366.54544,9843.326142,24224.693996,172.546543,5361.36829,8665.915752,113383.767459,289381.553159,416965.151203,135066.761088,869521.076324,267.6240480824444,66.40854387186698
,2003-10-01 00:00:00,12623.848603,48551.091701,18366.368477,13449.899747,95272.957711,32415.50389,49767.972627,9833.925142,24618.699799,42.026989,5343.546272,7856.836744,115170.025569,298551.052971,426963.48854500003,129522.70083,861386.4570719999,278.54474855701415,67.97432025592506
,2003-11-01 00:00:00,12554.587583,47023.001312,20535.898391,15758.749989,97431.145926,37265.801436,51507.050263,9333.025141,23442.470921,68.793018,5483.992643,8597.821207,115401.33197,306633.569074,436185.507912,132356.86772,883394.106594,270.29021194020936,67.96759250216648
,2003-12-01 00:00:00,13183.697084,37899.310289,15309.071525,11278.512525,100181.34027,41561.979904,62027.251135,5468.001437,24491.048745,68.51141,5025.447819,9348.478756,119728.179105,307512.402986,441683.020076,131966.977988,885050.2109780001,286.2019610292685,67.82656215726111
,2004-01-01 00:00:00,13025.182186,45065.105643,12384.1251,14633.391277,110125.276146,36339.842944,63470.654173,5487.491707,23369.291583,53.933948,5376.983409,9006.496631,115691.941495,307777.086927,437906.44241,135095.620956,896902.4241250001,305.1536700489965,66.5602054558501
,2004-02-01 00:00:00,12099.672202,42078.113989,19635.085719,16247.246423,118169.596196,31022.669976,56637.945734,5547.103363,23343.604707,68.064099,6377.646478,8985.464985,116648.467559,317796.821837,449876.464958,142952.847394,917610.350661,287.7252536093528,67.4342778858421
,2004-03-01 00:00:00,21983.365208,39839.84597,14821.470639,16103.844144,118562.159294,28167.168497,58054.038248,5523.393348,23991.008886,45.12839,4638.052092,9032.838423,114373.004989,331476.301822,459565.325716,136814.336329,923425.956279,293.2732137941023,68.25560897246558
,2004-04-01 00:00:00,15638.242505,42906.328209,14722.735983,10815.417016,122527.719669,40742.521629,45303.576944,5539.460309,24066.711869,33.255865,4953.149374,8261.479082,118813.381578,335898.321279,467959.587178,124608.25431,914830.555621,298.6204679216443,69.07801657949554
,2004-05-01 00:00:00,15927.870285,48005.370835,18146.692301,14257.166821,127532.163261,32648.452671,55955.939997,5573.514357,23964.370389,35.497128,5343.732843,8473.42451,118360.262408,338979.43404,471192.350929,131012.603543,944216.4953890002,298.8665690499309,68.58431417926832
,2004-06-01 00:00:00,14992.72423,43213.238791,18173.647633,14862.79971,129588.719195,26443.972785,46590.384442,9516.171595,24273.602906,32.265499,5442.659947,8716.329993,120303.315362,344442.108271,478936.67907199997,138260.934492,944852.8748509999,286.32565695379617,69.0165979059521
,2004-07-01 00:00:00,14504.878657,49336.381046,18378.263161,14082.160199,141678.885042,22771.789556,49998.201735,9311.597167,24038.98609,34.383649,4795.46077,9100.233822,122363.094772,349596.393023,485889.566036,128863.868359,958854.5770480001,302.77024247298925,68.60897681674851
,2004-08-01 00:00:00,15859.703145,50523.241757,13150.318727,11681.974928,142403.484421,26634.867518,48920.355875,12209.22094,23988.570111,20.755301,4626.139562,9409.096029,122997.178839,354348.187427,491401.357158,131542.641616,968315.736196,304.5835021695794,68.5685970586371
,2004-09-01 00:00:00,16137.210542,51436.449022,11041.114533,13590.487815,138949.133081,32747.534488,48679.447864,16059.17762,24219.922668,43.893828,4945.669307,10407.535881,123521.475303,361988.548766,500907.123085,172246.233879,1026013.8345969999,291.20854533534083,68.18283243808129
,2004-10-01 00:00:00,15534.174636,53142.713827,9823.385367,12157.135198,140425.132248,31839.130577,39182.670249,16140.8914,24317.611047,88.686983,5197.858724,10613.468696,129102.163001,367601.788646,512603.96604999993,137242.240209,992409.0508079999,292.2721044308758,68.55780927193013
,2004-11-01 00:00:00,18630.922423,51017.383108,13295.469505,14537.213314,151669.240448,31096.9852,39393.810515,16229.466163,24745.247424,90.584951,4947.474745,11296.906503,133214.476,378048.128655,527597.570854,140441.234865,1028654.543819,281.4550386450458,68.47832901088245
,2004-12-01 00:00:00,16239.604336,54663.877355,11124.92684,10573.288135,157959.536994,38233.781339,31929.303881,16037.111961,25093.108634,39.484733,4663.376506,11309.743752,135047.596312,384616.475413,535676.676716,130528.511136,1028059.727327,284.66089739327344,67.61126770110258
,2005-01-01 00:00:00,18302.925104,54323.955576,19057.857247,13666.643165,158383.099884,32522.438745,27989.752814,15516.354373,24705.528742,166.603088,4749.583058,10499.131983,135055.578356,387108.724011,537579.620496,152490.76219,1054538.938336,257.193138143112,67.40757808774957
,2005-02-01 00:00:00,17414.001518,53994.423618,22232.337496,15048.75169,154924.466968,25549.713923,36979.956971,15288.472112,24325.856087,144.14557,4130.161096,10376.301945,143807.38533,387621.735293,546079.729234,153315.505019,1065153.2146359999,255.98295257090967,67.82769828928015
,2005-03-01 00:00:00,25501.436609,45188.893009,26697.711193,12866.819515,157010.997553,18578.891085,36707.33362,15278.785228,24151.560309,85.471907,3480.062157,10482.712002,139624.324086,389442.298557,543114.8687090001,160619.765832,1065717.062662,248.46039156516434,66.78772288237118
,2005-04-01 00:00:00,19939.029531,50307.443737,13764.030104,8315.272179,167764.297875,21426.976809,38634.699908,15308.007062,24823.784405,48.062648,4699.804604,10245.584623,153296.121084,396025.846362,564315.419321,152519.877697,1077118.8386279999,263.4169381657787,68.22540705801848
,2005-05-01 00:00:00,19084.485147,49256.036574,13980.861791,22304.928015,156910.451171,29318.172903,32465.455685,15360.977207,24840.904745,94.076851,4094.911574,10653.511747,151757.36904,405630.753294,572230.622506,170175.755777,1105928.6515209998,250.9908935835289,69.09779468733458
,2005-06-01 00:00:00,18449.267042,55971.071585,13726.243234,12675.099385,168265.688566,35862.696843,41570.7941,15348.042237,24999.131677,84.425965,4365.565429,10758.537615,146097.652269,413368.650994,574674.832272,152474.62357,1114017.4905110002,274.2188718066622,68.41838999347469
,2005-07-01 00:00:00,16535.634657,58277.933054,12741.021598,12245.740328,168770.868108,25651.441255,39066.35812,15440.48346,25353.14624,86.133153,4987.362048,11310.382337,162731.469424,423131.972193,602247.319155,173234.435234,1149564.381209,243.2143384316191,70.2286786946244
,2005-08-01 00:00:00,18410.832968,55951.048213,11896.014567,11970.800103,167988.679572,34068.335225,43515.237325,15535.156605,28554.626964,106.463893,4629.271607,12551.812086,160940.897989,456731.371804,634959.817379,160510.396882,1183360.9458030001,260.80015183750913,72.8529960138608
,2005-09-01 00:00:00,17898.027484,63974.184408,21789.119103,10003.978472,159021.132526,32651.582359,41245.61977,15550.086267,28922.716934,112.708064,4246.443272,12981.450112,162234.899145,471794.518852,651370.019445,151882.961866,1194309.428634,254.34770464983964,73.64417617848372
,2005-10-01 00:00:00,19797.02858,63472.74739,27678.757766,11172.644278,166647.193629,36879.100001,33997.951341,15619.41133,29748.44597,176.842399,4578.247463,12355.559147,177974.2308,481105.258452,676190.1382609999,164038.944477,1245242.3630229998,243.43567634996495,73.97885777584372
,2005-11-01 00:00:00,20551.984395,62814.684103,18880.860292,11350.721156,174354.654109,35764.821012,37672.624795,15697.009203,29688.744792,102.067814,5006.674944,12466.498386,180827.354351,489144.343542,687546.939037,170544.043751,1264867.086645,246.8201939768366,73.80149190312643
,2005-12-01 00:00:00,18366.748349,69114.353705,21698.439853,11578.929055,178518.461393,39561.478704,53099.183723,15679.086574,30157.435028,61.076332,3254.903135,12633.8437,165571.647102,498039.240606,679560.710875,158180.728392,1275515.5556510002,258.6917787974041,71.88815388967586
,2006-01-01 00:00:00,19263.186494,67377.900972,14467.073389,10510.004571,184830.955492,48935.914367,52886.371147,20799.215055,29994.448083,114.194712,5091.338301,12731.267799,169078.20232,504862.77501,691877.778142,159262.235108,1300205.08282,272.0682499022659,71.84258763833589
,2006-02-01 00:00:00,19096.112265,68347.358092,14474.287742,11857.154495,181073.535823,44261.742866,61084.556929,20877.024031,30688.752684,81.135218,4673.185933,12137.119894,171184.615429,512286.841718,700362.898192,162930.490192,1315053.913311,276.3534882079786,71.82887752007736
,2006-03-01 00:00:00,26522.143892,71458.111531,21853.855953,11270.392354,191085.180927,47492.967102,42679.557256,20899.075895,31560.211768,206.238051,5361.173924,11772.458159,179016.346897,521691.182884,718047.399915,167256.823839,1350125.7204319998,281.4871994542597,72.694893467052
,2006-04-01 00:00:00,26121.520436,73554.739845,28810.62105,12083.374574,187819.338454,50173.167678,47710.403965,20814.620527,31388.432193,87.131192,5045.602166,11131.418339,178767.228202,529009.942222,724041.3221209999,166320.755691,1368838.296534,271.0246355069371,71.7946982061424
,2006-05-01 00:00:00,23192.528312,71010.18088,21305.629925,13028.575952,187530.701181,48872.39014,38116.519957,20969.367321,32144.113178,86.317331,6024.12683,11519.335277,187151.5279,540098.47018,744879.777518,180515.920869,1381565.705233,265.4330236752657,73.78379539309316
,2006-06-01 00:00:00,21928.885281,74110.890489,27140.029074,10085.599739,176699.263115,41409.275096,38665.137044,35896.403149,33408.158705,119.953764,4562.658139,11848.066366,184787.577591,550710.099828,752028.355688,166940.574748,1378312.5721280002,248.84213363279136,74.19198015264733
,2006-07-01 00:00:00,23405.059121,75954.005925,20208.736868,11578.569909,176592.21785,46816.691653,15892.060704,35681.509295,30340.37285,212.069015,5671.917523,11966.779544,196096.088401,564546.015572,778492.870055,165706.411322,1380668.5055520001,240.58921803868995,76.32172001252357
,2006-08-01 00:00:00,23114.9935,73947.368344,18854.067663,11652.554709,170891.14391,47965.417027,16716.522587,35622.809862,33379.277932,38.851506,5167.417523,11888.136504,195515.757241,578373.873459,790984.036233,169840.019571,1392968.211338,236.91937045786494,77.4147798546177
,2006-09-01 00:00:00,21599.918069,79033.606434,27678.937494,8182.697263,179854.502802,36290.639621,14782.267499,41936.514812,32230.459407,130.869558,5052.643215,11324.104244,193390.452965,594106.837562,804004.9075440001,182095.327855,1427689.7788000002,241.61605324293492,77.50654214898576
,2006-10-01 00:00:00,24416.717333,79535.549773,23675.057065,11924.171635,184324.728229,48930.183833,33451.114792,40563.395812,30927.556591,12.973566,7910.05461,11482.37318,203827.501647,608016.621451,831249.5244539999,159889.774285,1468887.773802,253.60329509782136,76.9383625503827
,2006-11-01 00:00:00,24519.534761,80306.092709,20245.262757,9277.587751,183830.229513,56340.648555,26547.115379,46177.359504,31103.235466,33.16722,8811.100834,11027.832419,212319.638358,637391.603953,869583.3427840001,157458.2071,1505388.6162790002,259.941639512204,79.01131364554968
,2006-12-01 00:00:00,22220.051342,85715.908562,26249.56462,12288.828545,196687.927415,49194.552968,43203.306493,45968.568972,31496.655572,284.130916,5743.343234,10741.457757,221295.418963,649813.55124,887877.9021099999,159116.266497,1560019.5330959999,257.0992586817744,79.18915202980446
,2007-01-01 00:00:00,25948.351922,86917.431473,19189.015607,10892.749099,189946.056943,49228.877909,34072.892658,46636.414536,31170.118594,30.863799,8005.30928,10983.644953,224165.901944,660731.098837,903916.818813,170879.552308,1568798.2798620001,265.61731400013934,80.40124532200682
